rank,school,success_score,incoming_score,outgoing_score,net_ratio
83,Cincinnati,-0.0807377,-0.047774,0.28474,0.142857
84,Colorado,-0.106189,0.0504321,0.426718,-0.0169492
85,Clemson,-0.112901,0.379125,0.452656,-0.833333
86,UCLA,-0.131535,-0.233227,0.383072,0.5
87,Missouri State,-0.132398,0.014625,0.332367,-0.2
88,BYU,-0.141762,0.0958389,0.737535,0.157895
89,Florida International,-0.152436,-0.304871,0,0
90,Ohio,-0.153587,0.04125,0.358484,-0.333333
91,Colorado State,-0.161688,0.108361,0.360586,-0.538462
92,Wyoming,-0.162304,-0.191275,0,-0.333333
93,Tulane,-0.167546,0.358071,1.2886,0.2
94,UL Monroe,-0.169045,-0.203438,0.0910874,-0.2
95,Washington,-0.169505,-0.183266,0.310856,0.0769231
96,Boise State,-0.171918,-0.00252101,0.508252,-0.0909091
97,Auburn,-0.18666,-0.304561,0.247932,0.2
98,Michigan State,-0.199458,-0.0827872,0.555866,0.0434783
99,Navy,-0.2,0,0,-1
100,Kentucky,-0.201044,-0.159541,0.330173,-0.111111
101,Iowa State,-0.207021,0,0.404356,-0.428571
102,Illinois,-0.208863,-0.150007,0.350961,-0.142857
103,Mississippi State,-0.213521,-0.0993568,0.43503,-0.166667
104,Tennessee,-0.222346,-0.0790371,0.359425,-0.375
105,Alabama,-0.225152,-0.00263285,0.449822,-0.444444
106,Texas Tech,-0.226801,-0.373525,0.13346,0
107,Florida,-0.230097,0.00987386,0.511842,-0.407407
108,Army,-0.234492,0,0.114975,-1
109,Michigan,-0.241223,-0.0586676,0.510217,-0.294118
110,West Virginia,-0.250176,-0.0890334,0.629975,-0.0833333
111,Texas,-0.251138,0.137942,0.751242,-0.473684
112,UCF,-0.255955,-0.533222,0.16448,0.3
113,Wisconsin,-0.262038,-0.498303,0.10962,0.1
114,San Diego State,-0.267042,-0.234979,0.498511,0
115,Miami,-0.310252,-0.0861092,0.747799,-0.214286
116,Baylor,-0.312321,-0.373664,0.453383,0.0526316
117,Virginia Tech,-0.32881,-0.485246,0.096812,-0.285714
118,Washington State,-0.332784,-0.228787,0.622707,-0.157895
119,South Carolina,-0.339922,-0.4772,0.204407,-0.2
120,Texas A&M,-0.351188,-0.317071,0.350508,-0.4375
121,Georgia,-0.361035,-0.178099,0.573286,-0.5
122,Penn State,-0.370085,-0.447051,0.393293,-0.142857
123,Ohio State,-0.376707,-0.291656,0.658486,-0.166667
124,North Carolina,-0.433175,-0.401454,0.552604,-0.333333
125,Florida State,-0.438379,-0.445377,0.4581,-0.391304
126,Oklahoma,-0.438563,-0.408977,0.809234,0.0434783
127,Oregon State,-0.446345,-0.857223,0.0591118,0
128,USC,-0.447927,-0.45849,0.728941,0
129,Sam Houston,-0.483243,-0.0104025,1.99347,0.6
130,Ole Miss,-0.510647,-0.712752,0.532255,0.027027
131,Stanford,-0.549098,-0.558085,0.438646,-0.692308
132,Wake Forest,-0.61028,-0.666334,0.42371,-0.75
133,Minnesota,-0.749051,-0.872823,0.897204,-0.217391
134,Oklahoma State,-0.756862,-1.2618,0.261147,-0.238095
135,Delaware,-0.758648,0,1.86216,-1
