school,pagerank,dev_score,dev_score_norm,portal_index
NC State,0.17140560643728692,0.5586275983439214,0.7036106799139191,0.5439491578709295
Washington State,0.1805189670262667,0.5563174782629294,0.699410306546902,0.5437429046907113
Vanderbilt,0.3013690312505458,0.5240050488906466,0.6406582663929191,0.5388714958502071
Pittsburgh,0.16839576381394752,0.5547760294438521,0.696607568879909,0.5381440273601206
Arizona,0.2687349374670744,0.5216809329548545,0.6364324450778776,0.5261231927946366
Florida State,0.30461232993543724,0.5116811059540598,0.6182502703266491,0.5241588882092856
Houston,0.5423761558138005,0.4532611579424959,0.5120282623239588,0.5211326303709113
San Diego State,0.18039695859612737,0.536036312405593,0.662534098413758,0.5178929564684688
Middle Tennessee,0.05137965693251223,0.5563158013506156,0.6994072575028806,0.50499897733177
UTEP,0.08871627644233729,0.5457819361289074,0.6802540683275311,0.502792730761973
Old Dominion,0.07910807543417231,0.5472763628671669,0.6829713081463583,0.5018123383327024
Arkansas State,0.2442028266964156,0.5078362750180995,0.6112594105886753,0.5011424354209973
Troy,0.09488968071274505,0.5430025180674417,0.6752003944093451,0.501107180300365
Buffalo,0.11969350494509558,0.5371540599678761,0.6645664417236549,0.501104560690087
Texas Tech,0.15667291997967356,0.5190597845642075,0.6316665448194174,0.4891684573674942
North Texas,0.2647713822162768,0.4924805885643094,0.5833389501141397,0.4877686797447808
Coastal Carolina,0.046240733993320564,0.5384973963751891,0.6670089617098017,0.48077849339485734
Liberty,0.23855177851008227,0.4911927556108728,0.580997349223653,0.47826367800958175
UAB,0.08243438774966182,0.5264789755924147,0.6451564809730017,0.4763398530059997
Bowling Green,0.10498315082769233,0.5164927156123897,0.6269989744427804,0.470394227358254
Eastern Michigan,0.16974071181462072,0.4995274154896641,0.5961518356358871,0.46822849848950715
Kentucky,0.11151824049726537,0.5116596433607546,0.6182112459893223,0.4662033443417052
Oklahoma,0.5985367561308975,0.39066716757787434,0.3982168062761883,0.45831279123260105
Utah State,0.10708174696636917,0.5060033093984233,0.607926622810717,0.4576731600574126
San José State,0.06399349984582244,0.5135844677660666,0.6217110559060368,0.4543957890879725
Texas A&M,0.34555557671612636,0.44168642161793725,0.49098251037887103,0.4473544302800476
Colorado,0.42646988928193663,0.42097086960856267,0.4533164800892795,0.4452625028470766
Kent State,0.05110448378873913,0.5089554684923967,0.6132943829265456,0.44463741318520367
Akron,0.05088634012245345,0.5045299075876117,0.6052476115437397,0.43893923011735386
Massachusetts,0.11995489376973476,0.4856727146039799,0.5709605405655335,0.4356588465267938
Purdue,0.13275192901006205,0.47845000227931,0.5578278516045581,0.4303050748262092
Memphis,0.4143831461958816,0.40955542132644535,0.4325603534570315,0.42710719127868646
New Mexico State,0.08419912539674196,0.48516349706407214,0.5700346563181101,0.4242839970416996
Marshall,0.148993952628206,0.4588066696113324,0.5221113829859212,0.4101761538786066
Florida,0.3499628849371806,0.40900182586797845,0.4315537791066421,0.4070765108558036
Georgia State,0.13136373746423038,0.44778675349786856,0.5020744322963788,0.3908612238467343
South Alabama,0.004399074930411058,0.4752422995744172,0.5519954495914319,0.3877165371931256
Florida Atlantic,0.17579598385432874,0.4318733124618208,0.47313983514906865,0.3839366797606466
UCLA,0.15274173117005485,0.43555604217263233,0.479835954507753,0.3817076875064435
Utah,0.20474792466129998,0.42234292452185435,0.455811217468213,0.38049222962613904
Charlotte,0.15265474448231273,0.427219862139583,0.46467870407666484,0.37107151619835915
Ohio,0.0919627317328871,0.4411667157254864,0.4900375556956516,0.3706151085068222
Virginia,0.20670541782396387,0.4103180859161754,0.4339470675317794,0.36577457261943475
LSU,0.075749818200229,0.43758173576582,0.4835191697174617,0.3611883642622919
UTSA,0.1491040020254914,0.4058606872316798,0.42584240714005916,0.3428208856056888
Nevada,0.12462421054468821,0.41012092325565935,0.4335885767351251,0.340899266877994
Western Michigan,0.01034668310479832,0.43437688608166086,0.47769195520623375,0.3374883735758031
New Mexico,0.10153050054475656,0.3953484116290637,0.4067284732665381,0.31516908145000366
Auburn,0.25251797616538535,0.3551433350079835,0.3336256356921568,0.3092933378341254
Mississippi State,0.26302845754163523,0.33836635661740605,0.3031209126733666,0.29109317613384716
Jacksonville State,0.16364073913409208,0.35489955127950196,0.33318237618852686,0.2823198850721964
Oregon State,0.1149967840655841,0.3632797940080014,0.3484197435685005,0.2783928557176255
UL Monroe,0.024001619461081612,0.3378911089795103,0.3022567941639521,0.21878024175309094
Sam Houston,0.05541600274871112,0.28576445431996267,0.2074775600690515,0.1618590928729494
Georgia,0.109854422774474,0.2582097666403283,0.15737627866020143,0.1431197218944832
