school,pagerank,dev_score,dev_score_norm,portal_index
Kent State,0.16381201587085442,0.49061174163675086,0.7350772058460426,0.5636976488534862
Southern Miss,0.1074897091951145,0.5065947715219694,0.7590243721119472,0.5635639732368973
Bowling Green,0.1301128530988347,0.49505261031275444,0.7417309017543294,0.558245487157681
Purdue,0.3427604195980209,0.4335734994868489,0.6496175478157563,0.5575604093504356
Akron,0.04782520542199012,0.5140511860244089,0.7701962211993693,0.5534849164661555
Oklahoma State,0.28002474336436683,0.4476232005422389,0.670668032584657,0.5534750458185699
App State,0.12672194427217204,0.49132661293452207,0.736148288234638,0.5533203850458981
Michigan,0.2921843719662713,0.44035301119994447,0.659775202238044,0.5494979531565121
Coastal Carolina,0.1252265066857446,0.48425206290016676,0.7255485817243069,0.5454519592127381
Old Dominion,0.06308286938168307,0.5019928983980078,0.7521294453286328,0.5454154725445479
San José State,0.13023582938311146,0.4801381496478454,0.7193847588844361,0.5426400800340386
Toledo,0.09268309469000895,0.49022952198430486,0.7345045311008315,0.5419581001775846
Charlotte,0.14010429237656782,0.4705257235581821,0.7049825856143498,0.5355190976430152
Georgia State,0.17174365050830362,0.46073483481188265,0.6903130240617281,0.5347422119957007
Boise State,0.10385942281690703,0.47996242229828917,0.7191214688770026,0.5345428550589738
Marshall,0.14303493784838975,0.4660005353565241,0.698202554854986,0.5316522697530071
New Mexico State,0.08007831867033575,0.4815606042800276,0.7215160042006997,0.5290846985415905
New Mexico,0.1753818246141584,0.4535179929456028,0.6795001235461398,0.5282646338665453
East Carolina,0.1637064793621743,0.45388565031831024,0.6800509798165927,0.5251476296802671
Hawai'i,0.03854397471219268,0.489187857240597,0.7329438183329743,0.5246238652467398
Ohio State,0.28169909723321856,0.41930138413172885,0.6282338225878312,0.5242734049814474
Florida International,0.12582073171496994,0.4618887298355451,0.6920418900016334,0.5221755425156344
Northern Illinois,0.03358654996326133,0.4881833301120253,0.7314387483719423,0.5220830888493381
Minnesota,0.1878759885473812,0.44025098646458416,0.6596223399010245,0.5180984344949314
Central Michigan,0.10342632865513846,0.4634198811932523,0.6943359942111982,0.5170630945443802
Kansas State,0.21573401686051694,0.43016443583649644,0.6445097919877114,0.5158770594495531
Eastern Michigan,0.0758791216058841,0.46952009468897693,0.703475864929624,0.515196841932502
Troy,0.07384713388933002,0.4691213394826227,0.7028784151785733,0.5141690307918002
Arkansas State,0.22650546698549975,0.424555663850109,0.6361062417053094,0.5132260092893665
Nevada,0.1474565115838903,0.4458230608869056,0.6679709066994091,0.5118165881647534
Western Michigan,0.059244834575746246,0.4707306486563538,0.7052896222296359,0.5114761859334689
Iowa State,0.07451439618906595,0.46209685417108065,0.6923537199927455,0.5070019228516416
Florida,0.30284726959102054,0.3937817400893886,0.5899980710865592,0.5038528306378975
Wyoming,0.047888026108661344,0.46329912608896073,0.6941550684054723,0.5002749557164289
Middle Tennessee,0.07764021640056169,0.45221379588668714,0.6775460620172777,0.4975743083322629
South Alabama,0.0833189879430751,0.44813267538677315,0.6714313721327887,0.4949976568758746
Ohio,0.08776420299557805,0.4427693235437407,0.6633955316663684,0.49070613306513133
Stanford,0.16910834571818145,0.4079005534175558,0.611152105876895,0.4785389778292809
UL Monroe,0.08930928465817678,0.4274946964514001,0.6405097561121192,0.47514961467593647
Georgia,0.21198203839808513,0.3834001199558606,0.5744434243623497,0.46570500857307034
Jacksonville State,0.08494330111425664,0.4195598187502618,0.6286210318230838,0.4655177126104356
Missouri State,0.016793421607802197,0.42533471791482363,0.637273488300719,0.4511294682928439
UTSA,0.1790214520035544,0.37093353360569986,0.5557648998122799,0.44274186546966227
Sam Houston,0.09438934661302842,0.3943498447162351,0.590849254876693,0.44191128239759364
Oregon State,0.13866839126038147,0.37018454544703877,0.5546427005737464,0.42985040777973693
Rice,0.07653642632824328,0.33147766908296633,0.49664869001499207,0.3706150109089674
Delaware,0.009644540886278778,0.33125619531564876,0.4963168587434761,0.3503151633863169
