rank,school,success_score,incoming_score,outgoing_score,net_ratio
45,North Carolina,-0.133421,-0.166841,0,-0.25
46,Minnesota,-0.142373,-0.384746,0,0.25
47,Buffalo,-0.142857,0,0,-0.714286
48,North Texas,-0.14463,-0.366184,0,0.192308
49,Stanford,-0.147196,-0.23725,0,-0.142857
50,Missouri,-0.149275,-0.349832,0,0.128205
51,Maryland,-0.152667,-0.261486,0.0124746,-0.0909091
52,Kentucky,-0.153188,-0.306187,0.000316875,0
53,UConn,-0.154155,-0.416246,0,0.269841
54,Kansas,-0.160878,-0.447471,0,0.314286
55,James Madison,-0.163315,-0.265091,0,-0.153846
56,Louisiana,-0.1655,-0.091,0,-0.6
57,Purdue,-0.166438,-0.433151,0.0106526,0.266667
58,Wyoming,-0.167417,-0.254834,0,-0.2
59,Central Michigan,-0.171419,-0.242837,0,-0.25
60,Virginia Tech,-0.174922,-0.413003,0,0.157895
61,Western Kentucky,-0.174947,-0.202525,0,-0.368421
62,South Florida,-0.175589,-0.420743,0,0.173913
63,Georgia Tech,-0.178585,-0.477169,0,0.3
64,Florida Atlantic,-0.179872,-0.411917,0,0.130435
65,Florida International,-0.183394,-0.406789,0,0.1
66,UTEP,-0.185011,-0.277714,0,-0.230769
67,Boston College,-0.185426,-0.336566,0,-0.0857143
68,Miami (OH),-0.185449,-0.441486,0,0.176471
69,San Diego State,-0.186319,-0.393692,0,0.0526316
70,Florida,-0.18826,-0.340553,0.0019734,-0.0869565
71,Coastal Carolina,-0.197125,-0.333645,0,-0.151515
72,Tulsa,-0.198721,-0.458981,0,0.153846
73,Northern Illinois,-0.2,0,0,-1
74,Navy,-0.2,0,0,-1
75,Washington,-0.205973,-0.350407,0,-0.153846
76,Boise State,-0.208579,-0.360015,0,-0.142857
77,Bowling Green,-0.208754,-0.259713,0.00212113,-0.391304
78,Arkansas,-0.209019,-0.450365,0.00460125,0.0877193
79,Northwestern,-0.211752,-0.503504,0,0.2
80,Houston,-0.213824,-0.482736,0.00342514,0.142857
81,South Alabama,-0.214987,-0.2405,0,-0.473684
82,Pittsburgh,-0.220316,-0.367905,0,-0.181818
83,Arizona,-0.220628,-0.482634,0,0.103448
84,Wisconsin,-0.226366,-0.504014,0,0.128205
85,Toledo,-0.227136,-0.248212,0,-0.515152
86,Auburn,-0.228054,-0.463844,0.0001794,0.0196078
87,UCLA,-0.228667,-0.579074,0,0.304348
88,UCF,-0.2359,-0.425288,0,-0.116279
89,Vanderbilt,-0.238334,-0.494059,0,0.0434783
90,Oregon,-0.248473,-0.336946,0,-0.4
91,South Carolina,-0.26358,-0.607159,0,0.2
92,Louisville,-0.273267,-0.545272,0.00210395,0
93,Mississippi State,-0.275164,-0.476757,0.00296068,-0.179487
94,Penn State,-0.295604,-0.549081,0.000559208,-0.104478
95,Ohio State,-0.296075,-0.484833,0,-0.268293
96,Michigan State,-0.301835,-0.508431,0,-0.238095
97,Memphis,-0.306566,-0.685264,0,0.180328
98,Duke,-0.309116,-0.538233,0,-0.2
99,Baylor,-0.311592,-0.651091,0,0.0697674
100,SMU,-0.316191,-0.632382,0,0
101,Miami,-0.334035,-0.620069,0,-0.12
102,Alabama,-0.335914,-0.57952,0,-0.230769
103,Virginia,-0.336503,-0.778269,0,0.263158
104,Notre Dame,-0.357363,-0.594725,0,-0.3
105,Washington State,-0.359925,-0.651557,0,-0.170732
106,BYU,-0.380702,-0.761405,0,0
107,Indiana,-0.387289,-0.861535,0,0.217391
108,Utah,-0.387498,-0.717184,0.00111719,-0.142857
109,Ole Miss,-0.387776,-0.872849,0,0.243243
110,Oklahoma,-0.391553,-0.657187,0.0163182,-0.290323
111,Texas,-0.392569,-0.735138,0,-0.125
112,West Virginia,-0.392987,-0.790755,0.0051038,0.0196078
113,Arizona State,-0.396367,-0.896437,0,0.259259
114,Colorado State,-0.396406,-0.812376,0.000728,0.05
115,Syracuse,-0.398029,-0.749,0,-0.117647
116,Florida State,-0.41012,-0.70024,0,-0.3
117,Iowa State,-0.415799,-0.787153,0,-0.111111
118,LSU,-0.422664,-0.851646,0.0020485,0.0188679
119,Illinois,-0.424451,-0.732773,0,-0.290323
120,Georgia,-0.42814,-0.793122,0,-0.157895
121,Iowa,-0.428844,-0.777688,0,-0.2
122,Cincinnati,-0.429522,-0.818987,0.00615333,-0.0909091
123,Clemson,-0.430283,-0.771678,0,-0.222222
124,USC,-0.4414,-0.738801,0,-0.36
125,Oklahoma State,-0.4465,-0.863281,0.00624127,-0.0649351
126,Nebraska,-0.457663,-1.00205,0.00361679,0.222222
127,Rutgers,-0.520709,-0.996973,0,-0.111111
128,Kansas State,-0.520715,-1.04038,0.00175681,0
129,Colorado,-0.5613,-1.1373,0.00216497,0.04
130,Tennessee,-0.573839,-1.13556,0,-0.030303
131,TCU,-0.582269,-1.21111,0.0176117,0.142857
132,Texas A&M,-0.650303,-1.30061,0,0
133,Texas Tech,-0.717968,-1.47464,0,0.0967742
134,Michigan,-0.825955,-1.59239,0.01586,-0.125
