rank,school,success_score,incoming_score,outgoing_score,net_ratio
101,Kentucky,-0.217634,-0.328474,0.138773,-0.0588235
102,UConn,-0.225124,-0.378229,0.253364,0.2
103,Air Force,-0.227632,0,0.0921065,-1
104,Texas A&M,-0.270827,-0.153762,0.276116,-0.555556
105,Illinois,-0.27318,-0.0615655,0.474659,-0.5
106,Iowa,-0.283235,0,0.277449,-1
107,Washington State,-0.289362,-0.609434,0.022892,0.111111
108,Washington,-0.311051,0.3509,1.53834,-0.125
109,Boston College,-0.314243,-0.023237,0.705718,-0.454545
110,North Carolina,-0.341793,-0.303435,0.233585,-0.6
111,Michigan State,-0.346662,-0.276292,0.589792,-0.157895
112,Florida State,-0.370281,-0.340102,0.464534,-0.304348
113,Rutgers,-0.375471,-0.138026,0.718496,-0.454545
114,Louisiana,-0.378271,0,0.594237,-1
115,Minnesota,-0.389296,-0.169577,0.662082,-0.529412
116,Georgia,-0.390278,0,0.767594,-0.8
117,Clemson,-0.437432,-0.149417,0.690559,-0.777778
118,Oklahoma,-0.440274,-0.718997,0.298238,0.0434783
119,Kansas State,-0.452906,-0.314156,0.790014,-0.294118
120,Alabama,-0.469133,-0.247259,0.75168,-0.6
121,James Madison,-0.487979,-0.481021,0.991561,0.25
122,Kennesaw State,-0.500893,0.05525,1.76173,0
123,Delaware,-0.506602,0,1.02201,-1
124,Fresno State,-0.508697,0.104538,2.38841,0.777778
125,Penn State,-0.537636,-0.528097,0.511958,-0.6
126,Georgia State,-0.572043,-0.447104,1.29497,0.2
127,Auburn,-0.583753,-0.842361,0.33678,-0.307692
128,Navy,-0.594686,0,1.31562,-1
129,Virginia,-0.619617,-1.04352,0.192855,-0.2
130,Utah,-0.671444,-0.684708,0.830298,-0.4
131,Ohio State,-0.682779,-0.489693,1.05977,-0.6
132,Baylor,-0.698919,-1.27143,0.0440129,-0.25
133,Notre Dame,-0.951889,-1.25953,0.629303,-0.666667
134,Wake Forest,-0.957264,-1.52618,0.425028,-0.333333
135,Stanford,-1.17195,-1.83409,0.349686,-0.75
136,Michigan,-1.50619,-2.44757,0.422837,-0.777778
