school,pagerank,dev_score,dev_score_norm,portal_index
UL Monroe,0.0493253722121113,0.5082304373122765,0.7393116921388349,0.5323157961608177
Massachusetts,0.3654580729863872,0.4068664052659004,0.5918596535507257,0.5239391793814241
Nevada,0.14789967183947428,0.4706713458966072,0.6846753040142606,0.5236426143618247
Southern Miss,0.06783667758790178,0.4942058829596202,0.718910479915521,0.5235883392172352
Bowling Green,0.09923105741006985,0.4841126568960141,0.7042280848986333,0.5227289766520642
Coastal Carolina,0.17272903466689032,0.4545722879494165,0.6612563568222696,0.5146981601756557
Temple,0.2112214231844608,0.4360302899743695,0.6342837182470165,0.5073650297282497
Ohio,0.08729272315459032,0.47097572015540357,0.6851180705858659,0.5057704663564833
Florida International,0.10175952575477244,0.4609786789423159,0.6705755935655685,0.49993077322232965
Marshall,0.0760325145836079,0.4626873971537337,0.6730612285443637,0.4939526143561369
Oregon State,0.20247255931556618,0.4237102957536769,0.616362092335335,0.49219523242940433
Boston College,0.06498357062029231,0.46053939014321216,0.6699365697654188,0.4884506700218808
New Mexico State,0.1028180016639136,0.44933424031337504,0.653636683585489,0.4883910790090163
Wyoming,0.10657967616456523,0.43819004726974464,0.6374254699081274,0.47817173178505873
Kansas State,0.11763052108141224,0.4337430221868022,0.630956479864082,0.476958692229281
South Alabama,0.09949326981957979,0.4376437897981182,0.6366308411215728,0.47548956973097484
Michigan,0.3394147867454474,0.333571771163726,0.4852395537209307,0.4414921236282857
Arkansas State,0.1937061301984522,0.3429793947916388,0.4989246178822571,0.4073590715771156
Stanford,0.2605066902393531,0.32177608878414005,0.46808063276747036,0.40580845000903515
Arizona State,0.12910641520750543,0.3580023706682994,0.5207782120413776,0.40327667299121595
Eastern Michigan,0.05333364345838245,0.36063328739851774,0.5246053490188094,0.38322383735068133
San José State,0.08084665315200032,0.3207174940622364,0.46654071819785364,0.3508324986840976
UTSA,0.2658656359089064,0.16500469684984895,0.24002872060171787,0.24777979519387439
Rice,0.10126471848526436,0.167632845081042,0.24385183030421914,0.20107569675853268
